"","Adaptation","Advertising","Architecture","Asphalt","Automotive","Awning","Banner","Bicycle","Biome","Brick","Brickwork","Building","Car","Chair","City","Cloud","Commercial","Condominium","Display","Door","Ecoregion","Facade","Fixture","Font","Games","Gas","Grass","Home","House","Human","Infrastructure","Land","Landscape","Light","Lighting","Line","Logo","Metropolitan","Mixed-use","Mode","Motor","Multimedia","Musical","Natural","Nature","Neighbourhood","Parking","Pc","Pedestrian","Photograph","Plant","Product","Property","Public","Real","Rectangle","Residential","Retail","Road","Roof","Sash","Screenshot","Shade","Shooter","Sidewalk","Siding","Sign","Signage","Sky","Snapshot","Software","Street","Table","Technology","Tent","Terrestrial","Thoroughfare","Tints","Tire","Travel","Tree","Umbrella","Urban","Vegetation","Vehicle","Video","Wall","Wheel","White","Window","Wood","Woody","World","Yellow","Zebra","link_id","num_images","Apartment","Black","Botany","Branch","Bus","Computer","Concrete","Cottage","Electricity","Fence","Graphics","Grassland","Green","Landmark","Leaf","Machine","Material","Moon","Orange","Room","Slope","Tar","Trunk","Vertebrate","Communication","Cumulus","Daytime","Electronic","Event","Fender","Filling","Flower","Forest","Gadget","Gasoline","Hood","Lawn","Leisure","Mesh","Organism","Output","Parallel","Plain","Rear-view","Rolling","Rural","Tour","Train","Truck","Van","Gps","Groundcover","Hazard","Map","People","Personal","Shrub","Sunlight","Traffic","Atmosphere","Cabinetry","Composite","Floor","Flooring","Geological","Horizon","Interior","Mammal","Prairie","Recreation","Water","Bicycles--Equipment","Passenger","Larch","Competition","Grille","Alloy","Camera","Field","Naval","Sport","Stadium","Animation","Engineering","Art","Brand","Compact","Handwriting","Player","Tower","Symmetry","Arch","Design","Electric","Fruit","Hubcap","Poster","Sink","Suit","Town","Christmas","Hat","Meteorological","Morning","Racing","Runway","Soil","Bird","Crescent","Stairs","Stop","Bumper","Evergreen","Flat","shortstraw","Baseball","Job","Trade","Transport","Waste","Space","Outdoor","Canopy","Sports","Agriculture","Air","Aircraft","Atmospheric","Auto","Flowering","Garden","Gesture","Helmet","Highland","Ladder","Overhead","Picket","Porch","Television","Triangle","Twig","Flowerpot","Lane","signaling","Carnivore","Aerospace","Aviation","Flag","Fuel","Number","Clock","Motorcycle","Astronomical","Mountain","Operating","Guitar","Scoreboard","Race","Metal","Wire","Fashion","Houseplant","Office","Bench","Food","Laptop","Billboard","Cartoon","Motorsport","News","Pole","Screen","Audio","Locomotive","Railroad","Railway","Track","Snow","Pattern","Meadow","id","type","data","gender","poly_area"
"51",134,0,1489,11097,1664,0,0,0,5237,0,0,11205,3875,0,27,15792,0,54,0,182,1052,186,75,1198,0,1,2186,0,6259,0,8722,9178,94,538,1433,1681,0,0,0,2517,2486,1,0,2166,4501,380,0,0,0,2246,16126,68,7246,71,338,0,1376,0,8221,0,0,3210,39,12,20,32,0,18,16895,0,145,1976,0,16,0,731,2114,0,2034,0,12493,0,3182,751,3834,0,0,1768,23,9016,112,950,311,0,0,99,19368,0,0,29,0,0,0,0,290,114,741,93,49,244,0,17,0,0,2,0,0,757,0,12,25,18,0,0,0,0,0,0,35,0,18,0,25,20,0,0,75,21,0,1,0,0,32,0,0,0,0,0,18,0,0,0,4,38,0,3,0,0,0,0,0,0,0,0,15,0,16,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"742","safePolygon","Férfi","Male",254768.262004256
"52",0,143,131,1477,1318,0,NA,0,105,100,54,2436,1518,34,138,1161,0,8,0,458,0,731,238,803,33,165,29,113,333,0,856,329,0,15,160,234,0,0,0,744,643,42,34,22,9,26,0,2,7,210,169,92,467,61,40,127,0,22,1192,8,0,984,0,2,5,0,0,89,1417,36,132,153,0,109,0,0,200,20,1186,0,200,0,831,0,1508,49,53,833,8,2024,89,0,19,0,6,0,2751,0,0,0,0,0,0,12,0,0,0,1,0,3,0,0,138,34,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,134,53,1,0,22,0,NA,NA,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,NA,0,NA,0,0,0,0,0,NA,0,3,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,34,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"714","fearPolygon","Férfi","Male",15133.2243910134
"53",0,0,5,911,117,0,NA,0,207,0,0,236,171,0,0,987,0,0,0,0,0,11,0,161,0,0,107,0,17,0,726,91,24,16,76,170,0,0,0,550,454,0,0,1,252,0,0,0,4,106,535,21,100,0,21,0,0,0,749,1,0,395,20,0,0,0,0,14,1002,0,43,150,0,11,0,14,253,0,154,0,924,0,515,14,242,0,0,162,0,188,0,103,30,4,15,100,1129,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,NA,0,0,0,0,0,0,0,4,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,29,0,0,0,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"742","fearPolygon","Férfi","Male",13448.1141373217
"54",202,0,185,4476,615,0,NA,0,4873,0,0,2132,400,0,0,2497,0,0,0,13,1170,14,0,2838,0,1,889,0,1188,0,1993,1639,252,545,1291,597,0,0,0,1077,237,0,0,4533,3414,78,0,0,0,466,6645,50,1049,54,20,0,234,0,3256,0,0,3039,24,0,40,0,0,0,5121,0,329,380,0,0,0,754,1230,0,199,0,7331,0,2331,968,403,0,0,165,0,1416,7,1347,450,215,0,11,7645,0,0,36,269,0,0,0,6,0,264,420,0,166,0,228,0,0,119,0,0,0,0,0,33,74,0,0,5,0,0,0,0,0,14,0,0,28,0,NA,36,66,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"717","fearPolygon","Férfi","Male",52447.4374002125
"55",0,0,39,96,57,0,NA,0,0,30,0,174,21,0,0,98,0,0,0,19,0,79,10,101,10,17,0,6,14,0,70,0,0,0,0,79,0,0,0,49,19,0,0,0,0,0,0,0,0,0,0,19,40,0,0,29,0,0,85,0,0,83,0,0,0,9,0,9,98,0,0,0,0,0,0,0,16,6,21,0,0,0,92,0,16,0,19,15,0,175,23,0,0,7,0,12,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"719","safePolygon","Férfi","Male",3763.57038445026
"56",97,0,145,2868,426,0,NA,0,3441,0,0,1359,243,0,0,1459,0,0,0,16,752,46,0,1834,0,0,514,0,807,0,1454,1086,131,337,784,245,0,0,0,608,182,0,0,3196,2437,60,0,0,0,369,4644,49,724,22,10,0,165,0,2106,0,0,2168,0,0,19,0,0,0,3027,0,151,219,0,0,0,495,877,0,89,0,4890,0,1551,666,244,0,0,79,0,888,10,888,425,135,0,13,5060,0,0,51,157,0,0,0,0,0,219,218,0,75,0,151,0,0,119,0,0,0,0,0,40,56,0,0,0,0,0,0,0,0,26,0,0,0,0,NA,27,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"719","fearPolygon","Férfi","Male",52356.6718111038
"57",23,0,27,319,236,0,NA,0,284,0,0,336,273,0,0,125,0,2,0,1,25,19,0,134,0,0,96,0,26,0,128,162,9,70,69,49,0,0,0,107,297,0,0,225,206,51,0,0,0,74,647,3,149,0,4,0,81,0,209,0,0,261,0,6,0,0,0,0,412,0,53,23,0,6,0,34,3,0,137,0,573,0,168,4,337,0,0,82,0,243,12,111,24,0,0,2,702,0,0,0,0,0,0,0,0,0,0,15,0,16,0,0,0,0,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,12,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"715","fearPolygon","Férfi","Male",7608.50862876512
"58",0,1,7,49,20,0,NA,0,0,1,0,59,30,0,14,48,1,0,5,1,0,14,2,23,0,0,0,0,0,0,43,4,0,0,12,0,0,6,0,19,10,6,0,0,0,6,2,0,3,13,6,1,4,3,2,1,0,0,39,0,0,26,0,0,6,0,0,3,47,0,3,2,0,0,0,0,8,0,14,0,8,0,39,0,33,3,2,20,0,51,0,0,0,0,0,23,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"721","safePolygon","Nő","Female",377.942851800472
"59",0,0,11,200,19,0,NA,0,7,0,0,187,58,0,46,177,9,1,16,0,0,52,0,91,11,0,0,0,0,0,127,4,0,0,37,15,0,11,0,88,11,35,0,0,0,11,3,0,3,68,23,0,9,9,9,0,0,0,157,0,0,151,0,0,11,0,0,9,176,0,14,14,0,0,0,0,41,0,21,0,33,0,185,0,44,9,0,34,0,133,0,0,4,0,0,24,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,3,0,0,0,0,NA,0,0,0,NA,0,0,NA,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"721","safePolygon","Nő","Female",1319.35411578789
"60",182,0,246,5425,680,0,NA,0,5683,0,0,2700,640,0,0,4602,0,0,0,33,1735,64,0,3377,0,3,1138,0,1546,0,2541,2018,223,634,1242,635,0,0,0,1606,368,0,0,5606,4199,114,0,0,0,683,8001,96,1503,31,54,3,276,0,4027,0,0,3782,21,0,44,0,0,0,6733,0,341,674,0,5,0,891,1330,0,335,0,8792,0,2763,1184,638,0,3,281,0,2028,40,1389,581,216,0,25,9559,0,0,35,233,0,19,0,9,0,311,410,0,155,0,140,0,21,54,0,0,11,0,0,43,50,0,0,7,0,0,0,0,1,15,0,0,15,0,NA,22,28,1,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,NA,9,0,0,0,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"721","fearPolygon","Nő","Female",51284.7510984242
"61",0,0,126,899,413,0,NA,0,866,0,0,898,319,0,0,144,0,33,0,60,239,156,29,586,0,0,376,0,117,0,118,439,36,278,249,54,0,0,0,148,169,0,0,761,421,1,0,0,0,145,1443,10,505,2,85,0,55,0,143,0,0,1143,0,5,0,0,0,0,1092,0,187,12,0,0,0,31,0,0,248,0,1246,0,859,31,306,4,0,161,0,427,64,233,319,0,0,26,1699,0,0,0,0,0,0,0,0,0,0,47,18,53,0,0,0,0,71,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,NA,5,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,1,33,0,0,3,0,NA,0,0,0,0,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,25,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"721","fearPolygon","Nő","Female",27846.9817321599
"62",454,277,266,27811,7201,0,NA,173,12318,149,150,9849,7944,0,1,35402,0,0,351,69,5130,1362,86,12138,54,497,7281,32,2000,0,17787,11209,1187,3196,1059,6835,0,0,0,11490,4520,689,0,8317,13731,57,0,0,0,8166,30314,838,5856,94,1039,123,384,0,18428,48,0,15900,149,0,0,0,0,124,38028,1,2910,1881,0,1449,0,1307,7411,0,3739,50,30580,0,8037,1919,7060,73,12,3031,0,6720,80,1411,1441,37,0,3,41587,0,0,66,0,152,149,0,4,11,1186,84,0,291,1,0,0,0,397,0,0,1,4,0,37,121,228,23,461,0,0,32,0,3,353,111,2,87,56,NA,271,28,3,69,55,18,23,73,5,273,59,NA,196,NA,105,0,27,214,0,58,0,0,0,0,0,43,0,0,0,NA,0,0,33,0,139,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,58,0,0,0,0,22,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,38,373,15,43,NA,NA,NA,0,0,0,0,0,50,0,0,NA,0,0,NA,NA,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"716","fearPolygon","Nő","Female",286615.182004571
"63",0,0,4,460,215,0,NA,0,60,0,0,255,251,0,0,597,0,0,0,74,0,85,0,49,0,0,28,0,37,0,440,83,12,38,56,98,0,0,0,229,263,0,0,0,54,0,0,0,0,56,283,5,102,0,74,0,0,0,406,0,0,216,0,0,0,19,0,12,637,0,13,158,0,13,0,12,86,0,213,0,400,0,191,12,324,0,0,198,0,254,0,15,0,18,0,31,723,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,NA,0,0,0,0,0,0,0,18,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"723","safePolygon","Nő","Female",3407.17739465088
"64",27,0,18,873,116,0,NA,0,312,0,0,398,131,0,0,350,0,0,0,0,0,19,0,318,16,22,67,0,79,0,474,62,0,202,109,249,0,0,0,332,132,78,0,65,101,17,0,0,0,125,710,0,101,2,30,0,22,0,670,0,0,530,0,0,0,0,0,0,753,0,140,125,0,52,0,0,291,0,51,0,972,0,386,0,158,0,0,40,1,329,0,133,54,0,0,32,1033,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,16,26,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,2,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"723","safePolygon","Nő","Female",10164.6734115062
"65",58,0,52,1868,232,0,NA,0,1951,0,0,510,57,0,0,387,0,0,0,0,285,6,0,1180,0,1,315,0,300,0,891,479,95,203,426,314,0,0,0,323,45,0,0,1520,1257,53,0,0,0,250,2376,35,220,15,0,0,104,0,1263,0,0,1111,27,0,13,0,0,0,1567,0,105,127,0,0,0,258,616,0,18,0,2693,0,880,367,86,0,0,12,0,331,0,701,207,97,0,33,2703,0,0,8,99,0,0,0,1,0,96,168,0,77,0,132,0,0,60,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,25,0,0,6,0,NA,5,23,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"723","fearPolygon","Nő","Female",35501.7964431029
"66",0,18,14,699,341,0,NA,0,245,0,0,607,362,0,65,518,0,0,0,0,0,139,0,92,1,11,132,0,131,14,545,120,0,23,95,84,0,0,13,432,231,1,0,16,80,54,0,0,35,293,620,5,226,72,46,0,30,0,500,0,0,374,32,0,22,0,0,11,517,14,55,80,0,16,0,14,202,0,175,0,638,18,549,28,324,10,0,170,0,519,0,65,1,0,5,36,1084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,NA,13,0,0,0,15,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,NA,0,NA,0,0,0,0,0,NA,1,9,11,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"724","fearPolygon","Férfi","Male",7003.31537413597
"67",0,141,0,1617,626,0,NA,0,553,0,0,267,717,0,0,1926,0,0,116,7,262,267,0,1152,160,70,332,0,5,0,732,404,5,78,6,393,104,0,0,518,350,306,0,248,412,0,0,65,0,282,1355,142,119,0,0,17,0,0,1076,0,0,1475,0,0,0,0,0,50,1843,0,610,119,0,343,0,24,79,0,492,0,1276,0,516,45,658,154,0,477,0,61,9,28,111,0,0,37,2373,0,0,0,0,0,0,0,0,0,0,26,8,0,0,0,25,0,0,0,0,30,0,0,0,12,0,0,82,34,0,0,0,0,28,0,0,6,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,102,0,19,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,28,0,NA,0,NA,0,0,0,0,0,0,0,0,16,69,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,45,0,0,0,0,0,NA,0,0,NA,NA,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"726","safePolygon","Férfi","Male",10689.3881697357
"68",3,13,1,120,40,0,NA,0,33,0,0,118,69,0,13,77,0,0,0,24,0,54,5,66,0,0,9,0,24,0,52,16,0,2,19,12,0,0,0,45,29,10,0,0,0,17,0,0,0,16,57,25,20,10,45,0,4,0,81,0,0,89,0,0,0,0,0,0,134,0,40,6,0,0,0,0,16,0,51,0,124,0,119,0,61,0,0,64,0,88,0,10,19,0,0,38,197,0,0,0,0,0,0,0,0,0,0,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"726","safePolygon","Férfi","Male",1059.05158257857
"69",0,0,20,915,282,0,NA,0,442,0,0,1025,653,0,0,576,0,0,0,78,70,130,0,277,0,34,314,0,127,0,533,276,0,102,122,72,0,0,0,265,146,0,0,180,175,12,0,0,0,432,1077,130,521,0,79,0,104,0,484,0,0,670,0,48,0,0,0,0,1016,0,98,26,0,24,0,0,23,0,241,0,1070,0,456,0,614,0,0,222,42,511,126,131,11,0,0,39,1514,0,0,0,0,0,0,0,0,0,0,11,0,2,0,0,0,0,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,17,0,0,NA,0,19,0,9,0,0,0,0,0,0,31,NA,0,NA,0,0,0,0,0,0,0,0,0,0,19,0,0,19,0,NA,0,0,0,0,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,16,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"726","fearPolygon","Férfi","Male",6270.5432088105
"70",51,0,232,1992,278,0,NA,0,1030,0,0,1593,682,0,0,2274,0,11,0,64,280,131,11,354,0,0,555,0,569,0,1571,1441,20,48,290,163,0,0,0,493,151,0,0,612,573,13,0,0,0,533,2789,0,1237,0,38,0,56,0,1577,0,0,837,47,5,0,33,0,0,2392,0,163,125,0,19,0,220,575,0,632,0,2041,0,827,311,533,0,2,509,0,1174,144,108,59,0,0,4,3288,0,0,0,0,0,4,0,1,15,24,60,4,233,0,0,0,11,8,2,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"716","fearPolygon","Nő","Female",25137.8480276503
